resena_id,theta_comida,theta_servicio,theta_precio,theta_ambiente,prop_comida,prop_servicio,prop_precio,prop_ambiente,tema_dominante,n_oraciones
620,0.238476,0.009135,0.04719,0.705199,0.2,0.0,0.0,0.8,ambiente,5
621,0.635937,0.353065,0.010993,5e-06,0.5,0.5,0.0,0.0,comida,4
622,0.543077,0.167085,0.076755,0.213082,0.571429,0.285714,0.0,0.142857,comida,7
623,0.117244,0.005011,0.344624,0.53312,0.125,0.0,0.375,0.5,ambiente,8
624,0.154351,0.001832,0.000131,0.843687,0.111111,0.0,0.0,0.888889,ambiente,9
625,0.912221,0.000699,0.015876,0.071204,1.0,0.0,0.0,0.0,comida,8
626,0.00049,0.059013,0.200311,0.740186,0.0,0.0,0.2,0.8,ambiente,5
627,0.273144,0.026433,0.085748,0.614674,0.0,0.0,0.333333,0.666667,ambiente,3
628,0.652802,0.015103,6e-05,0.332035,0.75,0.0,0.0,0.25,comida,8
629,0.002934,0.38934,0.496219,0.111508,0.0,0.428571,0.428571,0.142857,servicio,7
630,3.6e-05,0.007838,0.05873,0.933395,0.0,0.0,0.0,1.0,ambiente,8
631,0.035779,0.496728,0.000401,0.467092,0.0,0.75,0.0,0.25,servicio,4
632,0.000477,0.99873,0.00069,0.000103,0.0,1.0,0.0,0.0,servicio,9
633,0.005544,0.661829,0.204586,0.128041,0.0,0.666667,0.333333,0.0,servicio,9
634,0.052388,0.000364,5e-06,0.947242,0.125,0.0,0.0,0.875,ambiente,8
635,0.043098,0.931156,0.012201,0.013545,0.0,1.0,0.0,0.0,servicio,3
636,0.882128,5.7e-05,0.117799,1.6e-05,1.0,0.0,0.0,0.0,comida,5
637,0.142429,0.236597,0.068952,0.552022,0.333333,0.166667,0.0,0.5,ambiente,6
638,0.577224,0.246735,0.17284,0.0032,1.0,0.0,0.0,0.0,comida,3
639,0.110203,0.454996,0.00013,0.434671,0.333333,0.333333,0.0,0.333333,comida,3
640,0.390565,0.350832,0.244184,0.014419,0.666667,0.333333,0.0,0.0,comida,6
641,0.998683,0.000963,0.000334,1.9e-05,1.0,0.0,0.0,0.0,comida,6
642,0.309814,0.090712,0.028148,0.571326,0.6,0.2,0.0,0.2,comida,5
643,0.331722,0.478552,0.129468,0.060258,0.333333,0.666667,0.0,0.0,servicio,6
644,0.603853,0.024249,0.00033,0.371568,0.4,0.0,0.0,0.6,ambiente,5
645,0.081009,0.88295,0.03604,1e-06,0.125,0.875,0.0,0.0,servicio,8
646,0.872895,0.048093,0.018049,0.060962,0.666667,0.0,0.0,0.333333,comida,3
647,0.012426,0.000105,0.695251,0.292218,0.0,0.0,0.75,0.25,precio,8
648,0.057608,0.017025,0.137112,0.788255,0.25,0.0,0.0,0.75,ambiente,4
649,0.798396,0.131092,0.000472,0.07004,0.75,0.25,0.0,0.0,comida,8
650,0.688792,0.308932,1e-06,0.002275,0.8,0.2,0.0,0.0,comida,5
651,0.136664,0.001656,0.071139,0.790541,0.142857,0.0,0.142857,0.714286,ambiente,7
652,0.026952,0.604869,0.20176,0.16642,0.0,0.714286,0.285714,0.0,servicio,7
653,0.005016,0.257304,0.73767,1e-05,0.0,0.0,1.0,0.0,precio,8
654,7.5e-05,0.019068,0.098399,0.882458,0.0,0.0,0.125,0.875,ambiente,8
655,0.06076,0.014232,3.6e-05,0.924972,0.0,0.0,0.0,1.0,ambiente,4
656,0.004269,0.235601,0.760095,3.5e-05,0.0,0.25,0.75,0.0,precio,8
657,0.390173,0.051944,0.520225,0.037658,0.555556,0.0,0.444444,0.0,comida,9
658,0.537154,0.002768,0.065987,0.394091,0.0,0.0,0.0,1.0,ambiente,3
659,0.01797,0.649427,0.231193,0.10141,0.0,0.8,0.2,0.0,servicio,5
660,0.008695,0.010911,0.000606,0.979787,0.0,0.0,0.0,1.0,ambiente,9
661,0.244533,0.556872,0.104899,0.093695,0.222222,0.555556,0.111111,0.111111,servicio,9
662,0.102399,0.007292,0.02389,0.866419,0.25,0.0,0.0,0.75,ambiente,4
663,0.010949,9.8e-05,0.983184,0.005769,0.0,0.0,1.0,0.0,precio,9
664,0.424808,0.364223,0.210523,0.000446,0.25,0.0,0.75,0.0,precio,4
665,0.064979,0.234339,0.475298,0.225384,0.0,0.166667,0.833333,0.0,precio,6
666,0.098403,0.391347,0.310764,0.199486,0.222222,0.555556,0.111111,0.111111,servicio,9
667,0.876628,4e-06,0.028818,0.094549,0.6,0.0,0.0,0.4,comida,5
668,6e-06,0.82424,0.024439,0.151315,0.0,0.857143,0.0,0.142857,servicio,7
669,0.558792,0.041596,0.203992,0.19562,0.571429,0.0,0.142857,0.285714,comida,7
670,0.012943,0.093008,0.892003,0.002046,0.0,0.142857,0.857143,0.0,precio,7
671,0.981826,0.000282,0.017565,0.000328,1.0,0.0,0.0,0.0,comida,3
672,0.191401,0.00799,0.62923,0.171379,0.2,0.0,0.6,0.2,precio,5
673,0.388411,0.017726,0.504236,0.089627,0.25,0.0,0.75,0.0,precio,4
674,0.059461,0.444315,0.001469,0.494755,0.0,0.375,0.0,0.625,ambiente,8
675,0.004316,0.061805,0.000222,0.933657,0.0,0.0,0.0,1.0,ambiente,8
676,0.009041,0.018886,0.029281,0.942792,0.0,0.0,0.0,1.0,ambiente,8
677,0.000104,0.322691,0.046652,0.630554,0.0,0.25,0.125,0.625,ambiente,8
678,0.895052,0.009127,0.060483,0.035338,1.0,0.0,0.0,0.0,comida,8
679,0.00434,0.981317,0.001979,0.012364,0.0,1.0,0.0,0.0,servicio,6
680,0.915318,6e-06,0.075959,0.008717,1.0,0.0,0.0,0.0,comida,5
681,0.033015,0.858576,0.104918,0.003491,0.0,1.0,0.0,0.0,servicio,9
682,0.026777,0.915725,0.004823,0.052675,0.0,1.0,0.0,0.0,servicio,7
683,0.011203,0.001729,0.349407,0.637661,0.0,0.0,0.333333,0.666667,ambiente,9
684,0.507806,0.155825,0.006097,0.330273,0.555556,0.222222,0.0,0.222222,comida,9
685,0.033464,0.47356,0.14199,0.350986,0.0,0.6,0.2,0.2,servicio,5
686,0.04005,0.459101,0.206005,0.294844,0.111111,0.555556,0.222222,0.111111,servicio,9
687,0.05245,0.854408,0.093136,6e-06,0.0,0.714286,0.285714,0.0,servicio,7
688,0.005056,0.008821,0.803167,0.182956,0.0,0.0,0.75,0.25,precio,4
689,0.25757,0.005291,0.639239,0.0979,0.75,0.0,0.25,0.0,comida,4
690,0.007706,0.012781,0.979446,6.7e-05,0.0,0.0,1.0,0.0,precio,5
691,0.000319,0.966747,0.009681,0.023254,0.0,0.8,0.0,0.2,servicio,5
692,0.059152,0.458208,0.001488,0.481152,0.333333,0.333333,0.0,0.333333,comida,3
693,0.10947,0.162137,0.716319,0.012073,0.0,0.0,1.0,0.0,precio,8
694,0.283215,0.17789,0.159348,0.379546,0.666667,0.0,0.0,0.333333,comida,3
695,0.076976,0.178511,0.572359,0.172154,0.0,0.125,0.625,0.25,precio,8
696,0.020686,0.93793,0.035361,0.006022,0.0,1.0,0.0,0.0,servicio,3
697,0.097621,0.029628,0.106539,0.766213,0.0,0.0,0.142857,0.857143,ambiente,7
698,0.030789,0.467806,0.4612,0.040205,0.0,0.25,0.75,0.0,precio,8
699,0.045443,0.228845,0.050213,0.675499,0.0,0.333333,0.0,0.666667,ambiente,3
700,0.0675,0.709811,0.003526,0.219163,0.0,1.0,0.0,0.0,servicio,7
701,0.372911,0.127634,0.054791,0.444664,0.4,0.0,0.0,0.6,ambiente,5
702,0.001416,0.726024,0.157659,0.114901,0.0,0.666667,0.333333,0.0,servicio,3
703,0.552922,0.363105,0.078667,0.005306,1.0,0.0,0.0,0.0,comida,3
704,0.0,0.653569,0.343401,0.003029,0.0,0.571429,0.428571,0.0,servicio,7
705,0.437196,0.02735,0.198058,0.337397,0.666667,0.0,0.166667,0.166667,comida,6
706,0.001077,0.866083,0.000508,0.132332,0.0,0.666667,0.0,0.333333,servicio,3
707,0.000238,0.885085,0.004086,0.110592,0.0,0.833333,0.0,0.166667,servicio,6
708,0.192048,0.000507,0.807334,0.00011,0.2,0.0,0.8,0.0,precio,5
709,1e-06,0.001908,0.937764,0.060327,0.0,0.0,1.0,0.0,precio,7
710,0.107758,0.630556,0.041546,0.22014,0.222222,0.444444,0.111111,0.222222,servicio,9
711,7.6e-05,0.793635,0.000798,0.205491,0.0,0.75,0.0,0.25,servicio,4
712,0.80614,0.119731,0.063541,0.010588,0.428571,0.285714,0.142857,0.142857,comida,7
713,0.00019,0.119584,0.020578,0.859649,0.0,0.222222,0.0,0.777778,ambiente,9
714,0.181253,0.089507,0.041042,0.688198,0.142857,0.142857,0.142857,0.571429,ambiente,7
715,0.015982,0.031575,0.058015,0.894428,0.0,0.166667,0.0,0.833333,ambiente,6
716,0.06302,0.002446,0.856221,0.078312,0.0,0.0,1.0,0.0,precio,3
717,0.115927,0.666813,0.119212,0.098047,0.333333,0.666667,0.0,0.0,servicio,3
718,0.014701,0.183452,0.800298,0.00155,0.0,0.333333,0.666667,0.0,precio,3
719,0.523697,0.000764,0.457141,0.018398,0.555556,0.0,0.444444,0.0,comida,9
720,0.177258,0.421401,0.014634,0.386707,0.0,0.5,0.0,0.5,servicio,8
721,0.168205,0.279101,0.046623,0.506071,0.4,0.4,0.2,0.0,comida,5
722,0.126395,0.505782,0.108582,0.259241,0.25,0.5,0.25,0.0,servicio,4
723,0.248566,0.211098,0.522621,0.017715,0.222222,0.111111,0.666667,0.0,precio,9
724,0.00014,0.27935,0.143901,0.57661,0.0,0.333333,0.333333,0.333333,servicio,6
725,0.891874,0.000154,0.037198,0.070773,1.0,0.0,0.0,0.0,comida,6
726,0.0,0.272237,0.64509,0.082673,0.0,0.285714,0.714286,0.0,precio,7
727,0.000234,0.445812,0.509727,0.044226,0.0,1.0,0.0,0.0,servicio,4
728,0.031207,0.387734,0.579188,0.001871,0.0,0.714286,0.285714,0.0,servicio,7
729,0.790804,0.042833,0.10923,0.057134,0.6,0.2,0.0,0.2,comida,5
730,0.002835,0.974745,0.01106,0.01136,0.0,1.0,0.0,0.0,servicio,6
731,0.000806,0.617784,0.377053,0.004357,0.0,0.428571,0.571429,0.0,precio,7
732,0.33101,0.484709,0.119785,0.064497,0.333333,0.666667,0.0,0.0,servicio,3
733,0.120137,0.001578,0.878255,3e-05,0.25,0.0,0.75,0.0,precio,8
734,0.100847,0.525823,0.131019,0.24231,0.166667,0.5,0.166667,0.166667,servicio,6
735,0.093149,0.057332,0.024277,0.825242,0.0,0.0,0.0,1.0,ambiente,9
736,0.000553,0.100742,0.897411,0.001295,0.0,0.0,1.0,0.0,precio,6
737,0.501782,0.043235,0.051111,0.403872,0.6,0.0,0.0,0.4,comida,5
738,0.426397,0.107062,0.006093,0.460448,0.222222,0.222222,0.0,0.555556,ambiente,9
739,0.104272,0.031439,0.849834,0.014456,0.0,0.0,1.0,0.0,precio,7
740,0.80412,0.017488,0.172137,0.006255,0.8,0.0,0.2,0.0,comida,5
741,0.002878,0.990956,0.006157,1e-05,0.0,1.0,0.0,0.0,servicio,3
742,0.15517,0.209158,0.625822,0.009851,0.333333,0.0,0.666667,0.0,precio,3
743,0.163825,0.007933,0.389146,0.439096,0.0,0.0,0.333333,0.666667,ambiente,6
744,0.00547,0.442632,0.46246,0.089438,0.0,0.166667,0.666667,0.166667,precio,6
745,0.694445,0.1422,0.005138,0.158217,1.0,0.0,0.0,0.0,comida,3
746,0.00378,0.092444,0.33714,0.566636,0.0,0.333333,0.333333,0.333333,servicio,3
747,0.729195,0.014389,0.015232,0.241184,0.555556,0.0,0.111111,0.333333,comida,9
748,0.073959,0.029568,0.837189,0.059284,0.0,0.111111,0.888889,0.0,precio,9
749,0.710842,0.001701,0.286811,0.000646,0.666667,0.0,0.333333,0.0,comida,6
750,0.063665,0.923165,0.008603,0.004567,0.166667,0.666667,0.0,0.166667,servicio,6
751,0.371885,0.349642,0.016823,0.261649,0.666667,0.222222,0.0,0.111111,comida,9
752,0.505369,0.0,0.494519,0.000112,0.5,0.0,0.5,0.0,comida,6
753,0.725854,0.157895,0.085457,0.030794,0.6,0.4,0.0,0.0,comida,5
754,0.457575,0.165985,0.37644,0.0,0.5,0.25,0.25,0.0,comida,4
755,0.060282,0.627401,0.142125,0.170192,0.0,0.571429,0.285714,0.142857,servicio,7
756,0.758703,0.110068,0.059614,0.071615,1.0,0.0,0.0,0.0,comida,3
757,0.63689,0.001769,0.360887,0.000454,0.571429,0.0,0.428571,0.0,comida,7
758,0.152047,0.307255,0.538873,0.001825,0.0,0.4,0.6,0.0,precio,5
759,0.003792,0.502612,0.034926,0.45867,0.0,0.285714,0.0,0.714286,ambiente,7
760,0.146281,0.003259,0.821386,0.029074,0.25,0.0,0.75,0.0,precio,8
761,0.909943,0.005398,0.084617,4.2e-05,1.0,0.0,0.0,0.0,comida,5
762,0.008733,0.817952,0.163869,0.009447,0.0,1.0,0.0,0.0,servicio,4
763,0.00034,0.206201,0.046477,0.746981,0.0,0.142857,0.142857,0.714286,ambiente,7
764,0.089677,0.053708,0.846445,0.01017,0.0,0.0,1.0,0.0,precio,3
765,0.933202,0.021449,0.032942,0.012407,1.0,0.0,0.0,0.0,comida,3
766,0.032281,0.009116,0.723571,0.235031,0.125,0.0,0.625,0.25,precio,8
767,0.865094,0.100772,0.000197,0.033937,1.0,0.0,0.0,0.0,comida,5
768,0.0,0.009951,0.010612,0.979437,0.0,0.0,0.0,1.0,ambiente,7
769,0.381134,0.196793,0.197081,0.224992,0.5,0.0,0.0,0.5,comida,4
770,0.314152,0.145198,0.083035,0.457614,0.444444,0.0,0.111111,0.444444,comida,9
771,0.857728,0.058505,0.032806,0.050961,1.0,0.0,0.0,0.0,comida,9
772,0.304985,0.006729,0.12658,0.561706,0.0,0.0,0.0,1.0,ambiente,3
773,0.174792,0.061577,0.576423,0.187209,0.5,0.0,0.375,0.125,comida,8
774,0.102352,0.134518,0.076994,0.686135,0.0,0.6,0.0,0.4,servicio,5
775,0.145358,0.217596,0.464935,0.172111,0.0,0.666667,0.0,0.333333,servicio,3
776,0.004398,0.468176,0.502401,0.025024,0.0,0.666667,0.333333,0.0,servicio,6
777,0.174261,0.009571,0.776746,0.039422,0.2,0.0,0.8,0.0,precio,5
778,0.238485,0.003771,0.00157,0.756174,0.333333,0.0,0.0,0.666667,ambiente,6
779,0.540084,0.318656,0.124483,0.016777,0.2,0.8,0.0,0.0,servicio,5
780,0.222548,0.741278,0.015912,0.020262,0.2,0.8,0.0,0.0,servicio,5
781,0.058321,0.091953,0.074568,0.775158,0.2,0.0,0.4,0.4,precio,5
782,1e-06,0.118618,0.526769,0.354612,0.0,0.0,0.0,1.0,ambiente,3
783,0.394097,0.558002,0.022499,0.025403,0.375,0.5,0.125,0.0,servicio,8
784,0.154922,5.5e-05,0.457876,0.387147,0.0,0.0,0.375,0.625,ambiente,8
785,0.065355,0.884207,0.044249,0.006189,0.0,1.0,0.0,0.0,servicio,5
786,0.298248,0.251822,0.334923,0.115008,0.142857,0.428571,0.285714,0.142857,servicio,7
787,0.794506,0.136544,0.065903,0.003048,0.6,0.4,0.0,0.0,comida,5
788,0.643218,0.105095,0.171809,0.079878,0.5,0.166667,0.333333,0.0,comida,6
789,0.152331,0.167968,0.016572,0.663129,0.142857,0.142857,0.0,0.714286,ambiente,7
790,4.9e-05,0.999873,7e-05,8e-06,0.0,1.0,0.0,0.0,servicio,6
791,0.302536,0.051809,0.6415,0.004155,0.25,0.0,0.75,0.0,precio,8
792,0.961705,0.034056,0.000103,0.004137,0.875,0.0,0.0,0.125,comida,8
793,0.202412,0.706779,0.000136,0.090673,0.0,0.666667,0.0,0.333333,servicio,3
794,0.001433,0.655595,0.143327,0.199645,0.0,0.888889,0.0,0.111111,servicio,9
795,0.652108,4e-06,0.109389,0.238499,1.0,0.0,0.0,0.0,comida,3
796,0.051607,0.631895,0.061295,0.255203,0.0,0.666667,0.0,0.333333,servicio,3
797,0.00081,0.008686,0.986801,0.003703,0.0,0.0,1.0,0.0,precio,5
798,0.010907,0.000251,0.98884,2e-06,0.0,0.0,1.0,0.0,precio,6
799,0.058224,0.000961,0.178489,0.762326,0.0,0.0,0.0,1.0,ambiente,3
800,0.000849,0.65171,0.305524,0.041916,0.0,0.333333,0.666667,0.0,precio,3
