resena_id,restaurante,calificacion,texto
376,Muuu Said the Happy Cow,2,El lugar estaba limpio y las sillas comodas. La iluminación del salon es cálida. La decoración y la luz hacen agradable el espacio. La decoración esta descuidada y la luz muy fuerte. El ambiente era pésimo por el ruido de la calle. El lugar se sentia estrecho y las sillas incomodas.
377,El Pirata del Sabor Vegano,4,La decoración esta descuidada y la luz muy fuerte. Pusimos un reclamo y nadie respondió. La musica estaba demasiado alta para conversar. La musica acompaña sin tapar la conversacion. La atención en la mesa estuvo pendiente todo el tiempo. El mesero explicó el menu con paciencia y fue cortés. La musica estaba demasiado alta para conversar.
378,El Pirata del Sabor Vegano,4,Hubo demora en la cocina y nadie nos aviso. La atención fue distante y poco cortés. El espacio es amplio y se siente tranquilo. Nos ubicaron en la mesa apenas llegamos.
379,La Terraza del Chico,4,El menu tiene variedad y cada plato mantiene la calidad. Es un lugar económico para el tamaño de las porciones. La comida estuvo muy bueno y el sabor de los platos me sorprendió. La música acompaña sin tapar la conversacion. La música estaba demasiado alta para conversar. Pedimos verduras y llegaron recalentadas. Escribanme a info@mercado93.co si quieren la foto.
380,Casa Sazon,5,La iluminación del salon es calida. La decoración y la luz hacen agradable el espacio. La decoración y la luz hacen agradable el espacio.!!!
381,Mercado 93,1,Esperamos mucho tiempo por la cuenta. El servicio fue pésimo y tuvimos que llamar varias veces. La decoración esta descuidada y la luz muy fuerte. El lugar se sentia estrecho y las sillas incomodas. Llamen al 6012345678 antes de ir.
382,Paul's Mcarne Feast Palace,3,La porción fue pequena para lo que ofrece el menu. La sazon de la casa es lo mejor del menu. Los ingredientes se sentian frescos y la porción generosa. El menu tiene variedad y cada plato mantiene la calidad. La porción fue pequena para lo que ofrece el menu. Pedimos verduras y llegaron recalentadas. El plato venia flojo preparado y la carne seca.
383,Mercado 93,4,El menu tiene variedad y cada plato mantiene la calidad. La decoración esta descuidada y la luz muy fuerte. El sabor no corresponde a lo que promete la carta. El lugar estaba limpio y las sillas comodas. La música acompana sin tapar la conversacion. Hubo demora en la cocina y nadie nos aviso. El zervicio fue deficiente y tuvimos que llamar varias veces. Es un lugar económico para el tamaño de las porciones.
384,Vegan Island,4,Nos ubicaron en la mesa apenas llegamos. Manejan una promocion de almuerzo que vale la pena. La atención en la mesa estuvo pendiente todo el tiempo. La atención en la mesa estuvo pendiente todo el tiempo. El servicio fue mal y tuvimos que llamar varias veces. Pagar aqui se siente razonable por lo que sirven. Nos ubicaron en la mesa apenas llegamos. Es un lugar economico para el tamaño de las porciones. El servicio fue regular y tuvimos que llamar varias veces.
385,Muuu Said the Happy Cow,5,El zervicio fue correcto y el mesero muy atento. El precio de la carta me parecio regular para lo que sirven. El mesero reviso el pedido antes de traerlo. El descuento del dia deja la cuenta muy barata.
386,Mercado 93,3,Los ingredientes se sentian frescos y la porción generosa. La terraza estaba cerrada y no avisaron. El precio es notable para la calidad que ofrecen. La porción fue pequena para lo que ofrece el menu. El precio de la carta me parecio deficiente para lo que sirven. El menu tiene variedad y cada plato mantiene la calidad. Los precios subieron y ya no es económico. Reservas al 320 444 9911.
387,La Terraza del Chico,3,El costo no corresponde con la calidad. La promocion que anuncian no aplicaba al pagar. Tienen precios claros y la factura llega detallada. Tomaron el pedido rápido y llegó sin errores. La decoración esta descuidada y la luz muy fuerte. El precio es excelente para la calidad que ofrecen. Pusimos un reclamo y nadie respondió.!!!
388,La Verdura Inquieta,5,Nos ubicaron en la mesa apenas llegamos. La atención hizo la diferencia en la visita. Cobran la propina sin avisar y el valor final sube.
389,La Verdura Inquieta,3,La decoracion esta descuidada y la luz muy fuerte. El valor de los platos esta por debajo del promedio de la zona. Habia mucho ruido y el espacio mal ventilado. La música acompaña sin tapar la conversacion.
390,Vegan Island,3,Las mesas están bien separadas y el sitio es silencioso. El postre cerro la comida de forma muy bueno. La porción fue pequena para lo que ofrece el menu. Pagamos mucho por una porción pequena. Los ingredientes se sentian frescos y la porción generosa.
391,El Pirata del Sabor Vegano,4,Esperamos mucho tiempo por la cuenta. El mesero se equivocó con el pedido de la mesa. La atención fue distante y poco cortés. La atención en la mesa estuvo pendiente todo el tiempo. La atención en la mesa estuvo pendiente todo el tiempo.!!!
392,Casa Sazon,3,La atención hizo la diferencia en la visita. El precio de la carta me parecio pesimo para lo que sirven. El mesero explicó el menu con paciencia y fue cortés. Nos ubicaron en la mesa apenas llegamos. La atención fue distante y poco cortés. El lugar se sentia estrecho y las sillas incomodas. La terraza estaba cerrada y no avisaron. La decoración y la luz hacen agradable el espacio.
393,La Terraza del Chico,5,El plato principal llego bien preparado y con una sazón muy bueno. Los ingredientes se sentian frescos y la porción generosa. Los ingredientes se sentian frescos y la porción generosa. El postre cerro la comida de forma notable. El valor de los platos esta por debajo del promedio de la zona. Cobran la propina sin avisar y el valor final sube. La cuenta fue economica y el valor esta justificado. Los ingredientes no se sentian frescos.
394,La Verdura Inquieta,4,El postre estaba mal y sin gracia. El postre cerro la comida de forma correcto. El plato principal llego bien preparado y con una sazón delicioso. La sazón de la casa es lo mejor del menu. La sazón de la casa es lo mejor del menu. Mas fotos en quejas@laterraza.com.
395,Vegan Island,4,La atención hizo la diferencia en la visita. Tienen precios claros y la factura llega detallada. El personal es amable y resuelve cualquier duda. Tomaron el pedido rápido y llegó sin errores. El servicio fue flojo y tuvimos que llamar varias veces. La comida llegó fria y sin sabor. La promocion que anuncian no aplicaba al pagar.
396,Mercado 93,3,El lugar estaba limpio y las sillas comodas. Las mesas están bien separadas y el sitio es silencioso. Los precios subieron y ya no es economico. La música acompana sin tapar la conversacion. Hubo demora en la cocina y nadie nos aviso. La música estaba demasiado alta para conversar. Manejan una promocion de almuerzo que vale la pena. El costo no corresponde con la calidad. El valor de los platos esta por debajo del promedio de la zona. Llamen al 6012345678 antes de ir.
397,Paul's Mcarne Feast Palace,3,El ambiente del lugar es muy bueno y muy acogedor. El lugar estaba limpio y las sillas comodas. La decoración y la luz hacen agradable el espacio.
398,Muuu Said the Happy Cow,3,Cobran la propina sin avisar y el valor final sube. Manejan una promocion de almuerzo que vale la pena. La promocion que anuncian no aplicaba al pagar. Pagar aqui se siente razonable por lo que sirven. Es un lugar económico para el tamaño de las porciones. Nos cobraron un valor distinto al de la carta. Mas fotos en info@mercado93.co.
399,La Verdura Inquieta,4,Cobran la propina sin avisar y el valor final sube. Nos ubicaron en la mesa apenas llegamos. La atención hizo la diferencia en la visita. La atención hizo la diferencia en la visita. Esperamos mucho tiempo por la cuenta. La atención fue distante y poco cortés.
400,La Verdura Inquieta,4,El postre cerro la comida de forma excelente. Cobran la propina sin avisar y el valor final sube. La comida llegó fria y sin sabor. El descuento del dia deja la cuenta muy barata. El plato principal llegó bien preparado y con una sazon correcto. Tienen precios claros y la factura llega detallada. Los precios subieron y ya no es economico. Habia mucho ruido y el espacio mal ventilado. La comida llegó fria y sin sabor. La cuenta fue de $18.900.
401,Vegan Island,4,El personal es amable y resuelve cualquier duda. El personal no estaba pendiente de las mesas. Nos ubicaron en la mesa apenas llegamos. Mas fotos en reservas@casasazon.com.co.
402,Paul's Mcarne Feast Palace,3,El costo no corresponde con la calidad. La cuenta fue economica y el valor esta justificado. El valor de los platos esta por debajo del promedio de la zona.
403,Vegan Island,5,Las verduras estaban frescas y bien condimentadas. Las verduras estaban frescas y bien condimentadas. El postre estaba deficiente y sin gracia.
404,Casa Sazon,5,La música acompaña sin tapar la conversacion. La iluminacion del salon es calida. La atención en la mesa estuvo pendiente todo el tiempo. La terraza tiene una vista bonita para la tarde. La música acompaña sin tapar la conversacion. Las mesas están bien separadas y el sitio es silencioso. El espacio es amplio y se siente tranquilo.
405,Casa Sazon,2,Pagamos mucho por una porcion pequena. Los precios subieron y ya no es económico. El costo no corresponde con la calidad. Tienen precios claros y la factura llega detallada. Cobran la propina sin avisar y el valor final sube. La promocion que anuncian no aplicaba al pagar. El costo no corresponde con la calidad. Es un lugar económico para el tamaño de las porciones.!!!
406,Paul's Mcarne Feast Palace,3,La cuenta salió cara y la factura traia cobros que no pedimos. El mesero reviso el pedido antes de traerlo. La comida estuvo notable y el sabor de los platos me sorprendió. Llamen al 601 555 1234 antes de ir.
407,La Verdura Inquieta,3,La sazon de la casa es lo mejor del menu. La comida estuvo delicioso y el sabor de los platos me sorprendió. Pedimos verduras y llegaron recalentadas. El plato venia flojo preparado y la carne seca. El postre estaba deficiente y sin gracia. El plato principal llegó bien preparado y con una sazon delicioso. Pusimos un reclamo y nadie respondió. La atencion fue distante y poco cortés.
408,La Verdura Inquieta,3,El precio es delicioso para la calidad que ofrecen. El lugar estaba limpio y las sillas comodas. La decoración esta descuidada y la luz muy fuerte. Los ingredientes se sentian frescos y la porción generosa. La terraza estaba cerrada y no avisaron. La terraza estaba cerrada y no avisaron. La sazon del plato quedo desbalanceada y demasiado salada.
409,Mercado 93,2,La cuenta salió cara y la factura traia cobros que no pedimos. Cobran la propina sin avisar y el valor final sube. La cuenta fue economica y el valor esta justificado. Pagamos mucho por una porcion pequena. Pagar aqui se siente razonable por lo que sirven. Es un lugar económico para el tamaño de las porciones. La promocion que anuncian no aplicaba al pagar. El costo no corresponde con la calidad. Es un lugar económico para el tamaño de las porciones.
410,Mercado 93,3,Hubo demora en la cocina y nadie nos aviso. El mesero se equivocó con el pedido de la mesa. El mesero explicó el menu con paciencia y fue cortés. Nos ubicaron en la mesa apenas llegamos. Hubo demora en la cocina y nadie nos aviso. La atencion hizo la diferencia en la visita. El mesero reviso el pedido antes de traerlo. El mesero explicó el menu con paciencia y fue cortés. La espera para que tomaran el pedido fue larga.
411,Paul's Mcarne Feast Palace,5,Los ingredientes se sentian frescos y la porción generosa. El valor de los platos esta por debajo del promedio de la zona. El plato principal llego bien preparado y con una sazón correcto. Nos cobraron un valor distinto al de la carta. Reservas al 601 555 1234.
412,La Terraza del Chico,5,"PROBAMOS EL PLATO PICANTE Y EL SABOR ERA INTENSO PERO EQUILIBRADO. LA ILUMINACION DEL SALON ES CALIDA. LA TERRAZA TIENE UNA VISTA BONITA PARA LA TARDE. VALE 60 MIL, OJO CON ESO."
413,Vegan Island,3,La atención hizo la diferencia en la visita. La porción fue pequena para lo que ofrece el menu. Hubo demora en la cocina y nadie nos aviso.
414,Muuu Said the Happy Cow,2,El servicio fue delicioso y el mesero muy atento. Nos atendieron rápido y con amabilidad. La espera para que tomaran el pedido fue larga. Hubo demora en la cocina y nadie nos aviso. La atención hizo la diferencia en la visita. El costo no corresponde con la calidad. El mesero se equivocó con el pedido de la mesa. Pagamos mucho por una porción pequena. Escribanme a info@mercado93.co si quieren la foto.
415,Paul's Mcarne Feast Palace,4,Pedimos verduras y llegaron recalentadas. Pedimos la carne y quedó en su punto exacto. La presentación del plato acompaña el sabor.
416,Paul's Mcarne Feast Palace,3,La cuenta fue economica y el valor esta justificado. La musica estaba demasiado alta para conversar. El espacio es amplio y se siente tranquilo. El anbiente era mal por el ruido de la calle. El mesero reviso el pedido antes de traerlo. La iluminación del salon es calida. El ambiente del lugar es muy bueno y muy acogedor. La cuenta fue de $45.000.
417,La Terraza del Chico,2,"El postre estaba pesimo y sin gracia. La porción fue pequena para lo que ofrece el menu. El postre estaba pesimo y sin gracia. El plato principal llego bien preparado y con una sazón delicioso. Los ingredientes no se sentian frescos. El postre cerro la comida de forma excelente. Vale 60 mil, ojo con eso."
418,Paul's Mcarne Feast Palace,2,El personal no estaba pendiente de las mesas. El precio es muy bueno para la calidad que ofrecen. La comida llegó fria y sin sabor. Tienen precios claros y la factura llega detallada. Es un lugar económico para el tamaño de las porciones. La cuenta salió cara y la factura traia cobros que no pedimos. La cuenta fue economica y el valor esta justificado. Reservas al 320 444 9911.
419,Vegan Island,2,El sabor no corresponde a lo que promete la carta. El postre estaba regular y sin gracia. El lugar estaba limpio y las sillas comodas. Los ingredientes no se sentian frescos. El lugar se sentia estrecho y las sillas incomodas. La sazon del plato quedo desbalanceada y demasiado salada. Habia mucho ruido y el espacio mal ventilado.
420,El Pirata del Sabor Vegano,4,Tomaron el pedido rápido y llegó sin errores. La terraza estaba cerrada y no avisaron. La música estaba demasiado alta para conversar. Hubo demora en la cocina y nadie nos aviso. El menu tiene variedad y cada plato mantiene la calidad. Pagar aqui se siente razonable por lo que sirven. La sazon del plato quedó desbalanceada y demasiado salada. El menu tiene variedad y cada plato mantiene la calidad.
421,Vegan Island,5,El servicio fue delicioso y el mesero muy atento. El personal no estaba pendiente de las mesas. Nos ubicaron en la mesa apenas llegamos. El lugar estaba limpio y las sillas comodas. La atención hizo la diferencia en la visita. La espera para que tomaran el pedido fue larga. La atención hizo la diferencia en la visita. La iluminacion del salon es calida.
422,Vegan Island,5,Nos cobraron un valor distinto al de la carta. El ambiente era mal por el ruido de la calle. El espacio es amplio y se siente tranquilo. Probamos el plato picante y el sabor era intenso pero equilibrado. La música estaba demasiado alta para conversar.
423,El Pirata del Sabor Vegano,5,Nos atendieron rápido y con amabilidad. La atención hizo la diferencia en la visita. La sazón de la casa es lo mejor del menu.
424,El Pirata del Sabor Vegano,3,Las verduras estaban frescas y bien condimentadas. La cuenta salio cara y la factura traia cobros que no pedimos. El precio de la carta me parecio deficiente para lo que sirven. La sazón de la casa es lo mejor del menu. Tienen precios claros y la factura llega detallada. La promocion que anuncian no aplicaba al pagar. El costo no corresponde con la calidad.
425,La Verdura Inquieta,4,El ambiente era deficiente por el ruido de la calle. Nos atendieron rápido y con amabilidad. El servicio fue flojo y tuvimos que llamar varias veces. La decoración esta descuidada y la luz muy fuerte. El mesero explicó el menu con paciencia y fue cortés. El mesero reviso el pedido antes de traerlo. El personal es amable y resuelve cualquier duda. Esperamos mucho tiempo por la cuenta. La atención en la mesa estuvo pendiente todo el tiempo.
426,Paul's Mcarne Feast Palace,4,Tienen precios claros y la factura llega detallada. Nos ubicaron en la mesa apenas llegamos. El mesero reviso el pedido antes de traerlo. Hubo demora en la cocina y nadie nos aviso. El ambiente era deficiente por el ruido de la calle. La espera para que tomaran el pedido fue larga. El personal es amable y resuelve cualquier duda. El precio es muy bueno para la calidad que ofrecen.
427,El Pirata del Sabor Vegano,1,El costo no corresponde con la calidad. Pagamos mucho por una porción pequena. Es un lugar económico para el tamaño de las porciones.
428,Paul's Mcarne Feast Palace,4,El precio es correcto para la calidad que ofrecen. La cuenta fue economica y el valor esta justificado. El precio es deliciozo para la calidad que ofrecen. El descuento del dia deja la cuenta muy barata. Probamos el plato picante y el sabor era intenso pero equilibrado. La promocion que anuncian no aplicaba al pagar. El mesero explicó el menu con paciencia y fue cortes. Pusimos un reclamo y nadie respondio. Mas fotos en contacto@resto.co.
429,Mercado 93,3,El personal es amable y resuelve cualquier duda. La terraza tiene una vista bonita para la tarde. La terraza estaba cerrada y no avisaron. El espacio es amplio y se siente tranquilo. La cuenta salió cara y la factura traia cobros que no pedimos. Habia mucho ruido y el espacio mal ventilado.!!!
430,Paul's Mcarne Feast Palace,3,La comida estuvo excelente y el sabor de los platos me sorprendió. Pusimos un reclamo y nadie respondió. El sabor no corresponde a lo que promete la carta. El mesero se equivocó con el pedido de la mesa. La atencion hizo la diferencia en la visita. La cuenta salió cara y la factura traia cobros que no pedimos. Las verduras estaban frescas y bien condimentadas. Mas fotos en info@mercado93.co.
431,La Terraza del Chico,3,LOS INGREDIENTES NO SE SENTIAN FRESCOS. LOS INGREDIENTES NO SE SENTIAN FRESCOS. LOS INGREDIENTES SE SENTIAN FRESCOS Y LA PORCIÓN GENEROSA. LAS VERDURAS ESTABAN FRESCAS Y BIEN CONDIMENTADAS. HABIA MUCHO RUIDO Y EL ESPACIO MAL VENTILADO. LAS MESAS ESTÁN BIEN SEPARADAS Y EL SITIO ES SILENCIOSO. PEDIMOS LA CARNE Y QUEDO EN SU PUNTO EXACTO. EL MENU TIENE VARIEDAD Y CADA PLATO MANTIENE LA CALIDAD. EL PLATO VENIA MAL PREPARADO Y LA CARNE SECA.
432,La Verdura Inquieta,3,La música estaba demasiado alta para conversar. Tomaron el pedido rapido y llegó sin errores. Nos atendieron rapido y con amabilidad. El personal no estaba pendiente de las mesas. El servicio fue pesimo y tuvimos que llamar varias veces.
433,Vegan Island,3,Habia mucho ruido y el espacio mal ventilado. El mesero reviso el pedido antes de traerlo. La comida llegó fria y sin sabor. Pagar aqui se siente razonable por lo que sirven. La cuenta salió cara y la factura traia cobros que no pedimos. El precio es muy bueno para la calidad que ofrecen. Tienen precios claros y la factura llega detallada. El postre estaba pésimo y sin gracia. La comida estuvo correcto y el sabor de los platos me sorprendió. Mas fotos en reservas@casasazon.com.co.
434,El Pirata del Sabor Vegano,4,El plato principal llegó bien preparado y con una sazón excelente. El plato venia deficiente preparado y la carne seca. La sazón de la casa es lo mejor del menu. El menu tiene variedad y cada plato mantiene la calidad. Probamos el plato picante y el sabor era intenso pero equilibrado. La comida estuvo muy bueno y el sabor de los platos me sorprendio. El menu tiene variedad y cada plato mantiene la calidad. El plato venia deficiente preparado y la carne seca.
435,La Verdura Inquieta,5,Nos atendieron rápido y con amabilidad. Cobran la propina sin avisar y el valor final sube. Nos atendieron rápido y con amabilidad. La atención fue distante y poco cortés. El personal es amable y resuelve cualquier duda. El sabor no corresponde a lo que promete la carta. El postre estaba regular y sin gracia.
436,Vegan Island,4,LA ATENCIÓN EN LA MESA ESTUVO PENDIENTE TODO EL TIEMPO. EL PERSONAL NO ESTABA PENDIENTE DE LAS MESAS. LAS VERDURAS ESTABAN FRESCAS Y BIEN CONDIMENTADAS. NOS ATENDIERON RÁPIDO Y CON AMABILIDAD. HABIA MUCHO RUIDO Y EL ESPACIO MAL VENTILADO.!!!
437,El Pirata del Sabor Vegano,4,Esperamos mucho tiempo por la cuenta. La atención hizo la diferencia en la visita. La atención hizo la diferencia en la visita. La atención en la mesa estuvo pendiente todo el tiempo. El personal no estaba pendiente de las mesas. El valor de los platos esta por debajo del promedio de la zona. El personal es amable y resuelve cualquier duda. La terraza tiene una vista bonita para la tarde. El servicio fue muy bueno y el mesero muy atento. Escribanme a info@mercado93.co si quieren la foto.
438,Paul's Mcarne Feast Palace,4,El plato venia flojo preparado y la carne seca. La iluminacion del salon es calida. La música acompana sin tapar la conversacion. Hubo demora en la cocina y nadie nos aviso. El espacio es amplio y se siente tranquilo.
439,La Verdura Inquieta,3,Nos cobraron un valor distinto al de la carta. Es un lugar económico para el tamaño de las porciones. Manejan una promocion de almuerzo que vale la pena. El valor de los platos esta por debajo del promedio de la zona. La cuenta salio cara y la factura traia cobros que no pedimos. La cuenta salio cara y la factura traia cobros que no pedimos. El personal es amable y resuelve cualquier duda. Mas fotos en info@mercado93.co.
440,Muuu Said the Happy Cow,1,El postre estaba deficiente y sin gracia. La decoración esta descuidada y la luz muy fuerte. La musica acompaña sin tapar la conversacion. Las mesas están bien separadas y el sitio es silencioso. El plato venia flojo preparado y la carne seca. La decoración esta descuidada y la luz muy fuerte. Mas fotos en contacto@resto.co.
441,La Terraza del Chico,3,Habia mucho ruido y el espacio mal ventilado. La porcion fue pequena para lo que ofrece el menu. Pagar aqui se siente razonable por lo que sirven. Manejan una promocion de almuerzo que vale la pena. Manejan una promocion de almuerzo que vale la pena. La música acompana sin tapar la conversacion. Tienen precios claros y la factura llega detallada. El precio de la carta me parecio deficiente para lo que sirven.
442,La Terraza del Chico,1,EL SERVICIO FUE DELICIOSO Y EL MESERO MUY ATENTO. EL PLATO VENIA FLOJO PREPARADO Y LA CARNE SECA. PUSIMOS UN RECLAMO Y NADIE RESPONDIÓ. NOS ATENDIERON RÁPIDO Y CON AMABILIDAD. ESPERAMOS MUCHO TIEMPO POR LA CUENTA. PAGAMOS $9.800 EN TOTAL.
443,El Pirata del Sabor Vegano,3,EL LUGAR SE SENTIA ESTRECHO Y LAS SILLAS INCOMODAS. EL PRECIO ES EXCELENTE PARA LA CALIDAD QUE OFRECEN. LA ATENCION HIZO LA DIFERENCIA EN LA VISITA.
444,Vegan Island,4,La decoración esta descuidada y la luz muy fuerte. El descuento del dia deja la cuenta muy barata. Nos ubicaron en la mesa apenas llegamos. La música estaba demasiado alta para conversar. Pusimos un reclamo y nadie respondió. Nos ubicaron en la mesa apenas llegamos. Las mesas están bien separadas y el sitio es silencioso. Esperamos mucho tiempo por la cuenta. Hubo demora en la cocina y nadie nos aviso.
445,Mercado 93,5,El espacio es amplio y se siente tranquilo. El lugar estaba limpio y las sillas comodas. La comida estuvo muy bueno y el sabor de los platos me sorprendio.
446,Muuu Said the Happy Cow,1,La comida llego fria y sin sabor. Pagamos mucho por una porcion pequena. La atencion en la mesa estuvo pendiente todo el tiempo. La atencion en la mesa estuvo pendiente todo el tiempo. Es un lugar económico para el tamaño de las porciones. El mesero reviso el pedido antes de traerlo. Los precios subieron y ya no es económico. La comida llego fria y sin sabor.
447,Paul's Mcarne Feast Palace,3,Las verduras estaban frescas y bien condimentadas. El sitio no estaba limpio cuando llegamos. Hubo demora en la cocina y nadie nos aviso. La decoración y la luz hacen agradable el espacio. El lugar estaba limpio y las sillas comodas. La musica acompana sin tapar la conversacion. La promocion que anuncian no aplicaba al pagar. El postre estaba flojo y sin gracia. Reservas al 310 555 12 34.!!!
448,Muuu Said the Happy Cow,3,Es un lugar economico para el tamano de las porciones. La música acompaña sin tapar la conversacion. Hubo demora en la cocina y nadie nos aviso. El lugar estaba limpio y las sillas comodas.!!!
449,Vegan Island,4,Nos atendieron rápido y con amabilidad. El mesero reviso el pedido antes de traerlo. El precio de la carta me parecio pésimo para lo que sirven. Las verduras estaban frescas y bien condimentadas. Nos cobraron un valor distinto al de la carta. La cuenta salió cara y la factura traia cobros que no pedimos. Pusimos un reclamo y nadie respondió.
450,El Pirata del Sabor Vegano,4,Los ingredientes se sentian frescos y la porción generosa. Pedimos verduras y llegaron recalentadas. Nos ubicaron en la mesa apenas llegamos. Nos ubicaron en la mesa apenas llegamos. Nos ubicaron en la mesa apenas llegamos. Los ingredientes se sentian frescos y la porción generosa. El plato principal llego bien preparado y con una sazón deliciozo. Las verduras estaban frescas y bien condimentadas.
451,Paul's Mcarne Feast Palace,3,El plato venia mal preparado y la carne seca. El postre estaba flojo y sin gracia. El sitio no estaba limpio cuando llegamos. El plato principal llego bien preparado y con una sazón notable. La decoración esta descuidada y la luz muy fuerte. Reservas al 6012345678.
452,Casa Sazon,2,La cuenta salió cara y la factura traia cobros que no pedimos. La sazón del plato quedo desbalanceada y demasiado salada. Los precios subieron y ya no es económico. El lugar se sentia estrecho y las sillas incomodas. Cobran la propina sin avisar y el valor final sube. Pagar aqui se siente razonable por lo que sirven. La cuenta fue de $32.500.
453,Casa Sazon,2,HABIA MUCHO RUIDO Y EL ESPACIO MAL VENTILADO. EL MESERO SE EQUIVOCÓ CON EL PEDIDO DE LA MESA. LA ATENCIÓN HIZO LA DIFERENCIA EN LA VISITA. EL PERSONAL NO ESTABA PENDIENTE DE LAS MESAS. LA SAZON DEL PLATO QUEDÓ DESBALANCEADA Y DEMASIADO SALADA. LOS PRECIOS SUBIERON Y YA NO ES ECONOMICO.
454,La Verdura Inquieta,4,El servicio fue flojo y tuvimos que llamar varias veces. La terraza tiene una vista bonita para la tarde. Pusimos un reclamo y nadie respondio. El mesero reviso el pedido antes de traerlo. El servicio fue deficiente y tuvimos que llamar varias veces. La atención en la mesa estuvo pendiente todo el tiempo. Habia mucho ruido y el espacio mal ventilado. Esperamos mucho tiempo por la cuenta. La atención hizo la diferencia en la visita. Escribanme a contacto@resto.co si quieren la foto.
455,Muuu Said the Happy Cow,5,La música estaba demasiado alta para conversar. La presentación del plato acompaña el sabor. El espacio es amplio y se siente tranquilo.
456,Vegan Island,1,El plato venia pésimo preparado y la carne seca. Los ingredientes no se sentian frescos. Los ingredientes no se sentian frescos. La comida llegó fria y sin sabor.
457,La Terraza del Chico,2,LA PORCIÓN FUE PEQUENA PARA LO QUE OFRECE EL MENU. LA COMIDA ESTUVO DELICIOSO Y EL SABOR DE LOS PLATOS ME SORPRENDIÓ. LA COMIDA LLEGO FRIA Y SIN SABOR. EL MENU TIENE VARIEDAD Y CADA PLATO MANTIENE LA CALIDAD.
458,Paul's Mcarne Feast Palace,2,La terraza tiene una vista bonita para la tarde. La decoracion esta descuidada y la luz muy fuerte. Tomaron el pedido rapido y llegó sin errores. El menu tiene variedad y cada plato mantiene la calidad. La comida estuvo muy bueno y el sabor de los platos me sorprendió. Habia mucho ruido y el espacio mal ventilado. La iluminación del salon es calida. El sitio no estaba limpio cuando llegamos. Escribanme a contacto@resto.co si quieren la foto.
459,La Terraza del Chico,5,COBRAN LA PROPINA SIN AVISAR Y EL VALOR FINAL SUBE. LA CUENTA FUE ECONOMICA Y EL VALOR ESTA JUSTIFICADO. LA ATENCIÓN HIZO LA DIFERENCIA EN LA VISITA. EL MESERO REVISO EL PEDIDO ANTES DE TRAERLO. EL MESERO REVISO EL PEDIDO ANTES DE TRAERLO. NOS ATENDIERON RÁPIDO Y CON AMABILIDAD. EL PERSONAL ES AMABLE Y RESUELVE CUALQUIER DUDA. EL MESERO SE EQUIVOCÓ CON EL PEDIDO DE LA MESA.
460,Paul's Mcarne Feast Palace,4,"EL SERVICIO FUE FLOJO Y TUVIMOS QUE LLAMAR VARIAS VECES. LA SAZÓN DEL PLATO QUEDO DESBALANCEADA Y DEMASIADO SALADA. LA COMIDA ESTUVO NOTABLE Y EL SABOR DE LOS PLATOS ME SORPRENDIÓ. PEDIMOS LA CARNE Y QUEDO EN SU PUNTO EXACTO. TIENEN PRECIOS CLAROS Y LA FACTURA LLEGA DETALLADA. PEDIMOS LA CARNE Y QUEDO EN SU PUNTO EXACTO. EL AMBIENTE DEL LUGAR ES DELICIOSO Y MUY ACOGEDOR. EL POSTRE CERRO LA COMIDA DE FORMA DELICIOSO. VALE 12 MIL, OJO CON ESO."
461,Muuu Said the Happy Cow,4,"Manejan una promocion de almuerzo que vale la pena. El descuento del dia deja la cuenta muy barata. El costo no corresponde con la calidad. La decoracion y la luz hacen agradable el espacio. La terraza tiene una vista bonita para la tarde. El ambiente era pésimo por el ruido de la calle. La terraza tiene una vista bonita para la tarde. Vale 18 mil, ojo con eso."
462,El Pirata del Sabor Vegano,3,Esperamos mucho tiempo por la cuenta. La espera para que tomaran el pedido fue larga. La atencion en la mesa estuvo pendiente todo el tiempo. Esperamos mucho tiempo por la cuenta. El personal no estaba pendiente de las mesas. Nos atendieron rápido y con amabilidad. El servicio fue excelente y el mesero muy atento. Hubo demora en la cocina y nadie nos aviso.
463,La Verdura Inquieta,4,Tienen precios claros y la factura llega detallada. La cuenta fue economica y el valor esta justificado. El precio es correcto para la calidad que ofrecen. La cuenta fue economica y el valor esta justificado. La cuenta salió cara y la factura traia cobros que no pedimos. Es un lugar económico para el tamaño de las porciones.
464,Mercado 93,2,"Es un lugar economico para el tamaño de las porciones. El mesero se equivocó con el pedido de la mesa. La terraza estaba cerrada y no avisaron. Vale 18 mil, ojo con eso."
465,El Pirata del Sabor Vegano,3,La terraza estaba cerrada y no avisaron. La atención fue distante y poco cortes. La espera para que tomaran el pedido fue larga. El zervicio fue deficiente y tuvimos que llamar varias veces. El sitio no estaba limpio cuando llegamos. La atención hizo la diferencia en la visita.
466,Muuu Said the Happy Cow,3,El ambiente del lugar es notable y muy acogedor. Pagar aqui se siente razonable por lo que sirven. La iluminación del salon es calida. El menu tiene variedad y cada plato mantiene la calidad. El lugar se sentia estrecho y las sillas incomodas. El ambiente era deficiente por el ruido de la calle. El sitio no estaba limpio cuando llegamos. La música acompana sin tapar la conversacion. Los ingredientes no se sentian frescos.
467,La Terraza del Chico,2,El costo no corresponde con la calidad. Los precios subieron y ya no es económico. El costo no corresponde con la calidad. La decoración esta descuidada y la luz muy fuerte. Cobran la propina sin avisar y el valor final sube. La cuenta fue de $76.400.
